Periodo,Total_Mensual,Total_Anual,Origen_nacional_Mensual,Origen_nacional_Anual,Origen_importado_Mensual,Origen_importado_Anual,Duraderos_nacional_Anual,Semi_duraderos_nacional_Anual,No_duraderos_nacional_Anual,Servicios_nacional_Anual,Duraderos_importado_Anual,Semi_duraderos_importado_Anual,No_duraderos_importado_Anual
jul-13,0.39,2.64,,1.16,1.44,16.19,-0.84,2.0,2.07,2.88,24.89,-0.99,29.06
ago-13,0.11,2.02,,1.2,-3.73,8.02,-7.06,3.87,-0.49,2.53,7.89,-7.81,11.22
sep-13,-0.5,1.18,,-0.09,3.95,11.54,-4.93,0.41,-2.68,2.6,34.6,-1.97,9.94
oct-13,0.36,1.38,,0.58,-1.42,9.65,0.69,4.29,-1.88,2.56,19.45,-0.52,7.49
nov-13,-0.21,0.18,,0.47,-2.11,-0.84,-0.54,0.23,-1.79,2.45,-8.17,-8.56,2.12
dic-13,1.18,3.47,,3.72,0.96,2.05,4.49,-2.39,4.78,3.96,-2.25,8.82,11.42
ene-14,-0.78,1.22,,1.4,-0.49,0.79,1.99,1.48,2.45,2.26,-11.7,13.48,2.3
feb-14,0.41,1.05,,1.02,3.83,3.22,0.43,2.96,-0.56,2.55,-11.05,11.02,11.64
mar-14,0.39,1.71,,1.57,1.89,5.33,10.3,10.6,1.83,2.86,0.32,17.18,22.47
abr-14,0.99,2.89,,2.7,0.89,5.91,2.02,2.12,-2.29,2.8,-5.59,6.16,-0.38
may-14,-0.23,1.79,,1.55,1.33,5.99,-0.26,5.71,0.27,1.08,0.19,12.27,3.68
jun-14,0.09,2.23,,2.18,-1.73,4.61,5.28,7.92,0.94,2.52,9.32,12.69,8.32
jul-14,0.32,2.16,,2.11,-0.06,3.06,12.53,3.27,1.41,1.97,-3.95,17.61,3.33
ago-14,-0.3,1.74,,1.44,0.37,7.45,9.36,-1.48,-1.17,1.39,2.22,13.17,1.44
sep-14,0.06,2.31,,2.87,-3.97,-0.74,7.93,6.85,4.34,1.4,-4.97,14.4,10.06
oct-14,0.39,2.33,,2.53,2.43,3.13,10.32,9.82,0.46,2.14,1.6,3.84,3.77
nov-14,0.62,3.18,,3.04,1.29,6.71,10.13,9.56,-0.84,1.91,-1.87,11.37,2.12
dic-14,-0.25,1.73,,1.89,-3.08,2.44,16.9,16.32,0.62,1.06,3.96,9.71,4.26
ene-15,0.38,2.92,,3.19,2.06,5.06,12.96,-1.23,5.17,2.48,8.83,0.77,-3.55
feb-15,0.12,2.62,,3.47,-2.08,-0.92,15.52,1.13,3.43,3.01,7.21,-1.44,-6.63
mar-15,0.18,2.4,,3.53,-0.22,-2.97,7.77,4.84,3.88,3.13,0.35,9.7,-1.74
abr-15,0.27,1.67,,2.65,2.81,-1.13,4.89,1.59,1.23,3.1,-3.14,2.83,-5.73
may-15,0.34,2.25,,2.83,5.03,2.49,8.81,-1.4,0.19,3.39,1.17,3.0,-6.1
jun-15,0.11,2.27,,2.48,1.25,5.6,13.69,1.11,2.14,4.29,14.93,19.17,7.64
jul-15,0.21,2.15,,2.83,-1.58,3.99,8.35,-0.24,2.02,4.08,4.3,8.64,-1.07
ago-15,0.52,2.98,,3.44,1.55,5.21,6.53,3.41,1.28,4.41,12.78,6.23,2.26
sep-15,0.82,3.77,,3.83,-0.07,9.48,6.53,1.13,3.36,4.28,14.74,8.96,4.04
oct-15,0.33,3.71,,3.75,2.88,9.95,4.8,-1.24,2.51,4.87,12.4,4.05,3.5
nov-15,-0.14,2.93,,2.86,1.07,9.72,4.05,0.81,0.98,4.69,18.78,5.66,9.21
dic-15,-0.72,2.44,,2.68,-4.63,7.97,0.53,4.28,0.31,5.05,11.0,7.4,3.88
ene-16,1.28,3.36,,3.59,0.11,5.9,1.27,0.71,4.13,3.87,5.74,2.58,-3.07
feb-16,-0.79,2.42,,2.57,-0.52,7.6,4.6,4.22,2.42,4.82,14.89,23.94,6.92
mar-16,0.2,2.44,,2.28,1.04,8.95,7.48,-6.27,-0.41,2.97,12.65,7.4,0.69
abr-16,-0.57,1.59,,1.72,1.27,7.33,13.65,1.71,3.66,2.88,4.48,4.02,18.95
may-16,0.22,1.47,,2.38,-2.82,-0.7,5.52,-2.12,1.79,3.26,5.77,0.61,3.22
jun-16,0.52,1.88,,3.04,1.16,-0.79,6.56,2.88,2.55,3.53,-4.1,2.9,-4.13
jul-16,0.16,1.83,,2.48,1.83,2.65,0.86,1.15,-0.67,3.48,-2.62,-9.85,-2.07
ago-16,0.17,1.48,,2.03,-2.61,-1.55,7.62,8.42,2.05,3.38,4.42,5.46,11.17
sep-16,0.15,0.8,,1.22,3.73,2.2,11.6,-2.03,-1.76,3.27,-0.87,-2.81,7.6
oct-16,0.2,0.67,,1.5,-0.19,-0.84,2.8,-4.56,-2.03,2.88,-10.71,-5.56,-0.18
nov-16,-0.14,0.66,,1.66,-2.48,-4.33,1.04,3.61,2.01,3.17,-11.12,3.74,8.44
dic-16,1.89,3.31,,4.11,2.25,2.58,13.3,3.89,1.63,4.07,-14.35,3.68,12.19
ene-17,-1.24,0.74,,1.36,-0.79,1.65,0.1,5.83,-1.52,4.85,-5.97,6.34,20.69
feb-17,0.76,2.31,,2.08,6.21,8.53,-1.56,3.48,-1.57,3.53,-0.23,-3.53,11.96
mar-17,-0.13,1.97,,1.78,0.09,7.51,9.71,14.11,0.96,4.48,14.27,-1.75,19.21
abr-17,0.23,2.79,,2.58,-1.05,5.04,-6.77,-4.73,-5.69,5.15,-0.53,-6.25,-10.36
may-17,-0.17,2.39,,1.47,1.29,9.49,-2.14,9.48,-1.42,5.41,8.31,14.82,16.69
jun-17,0.2,2.07,,0.86,2.41,10.84,-5.33,0.6,-1.01,4.14,16.59,5.1,9.23
jul-17,-0.21,1.69,,0.74,-1.13,7.61,-5.4,-2.23,-2.02,4.11,6.22,8.56,10.66
ago-17,1.97,3.53,,1.49,5.56,16.63,-7.09,3.1,0.06,4.18,1.87,4.23,34.46
sep-17,-2.09,1.21,,0.19,-3.53,8.46,-11.27,1.3,-1.14,2.19,0.57,3.67,11.88
oct-17,0.91,1.92,,1.21,-2.1,6.39,-5.5,8.05,-0.5,2.61,0.49,9.95,17.86
nov-17,-0.06,2.02,,1.26,-1.79,7.14,-5.29,2.49,-0.52,3.34,3.55,9.25,4.06
dic-17,0.36,0.48,,-1.19,8.83,14.03,-15.55,-8.56,-3.94,1.37,16.97,-0.93,8.8
ene-18,0.25,2.0,,0.99,-6.29,7.71,-2.45,1.27,1.8,3.16,10.36,20.82,12.32
feb-18,0.23,1.47,,1.04,1.45,2.89,0.01,-1.03,-0.56,2.97,-10.77,7.98,11.81
mar-18,0.26,1.86,,1.45,3.49,6.39,-8.54,-6.96,-2.47,2.25,-9.28,11.29,-0.94
abr-18,-0.32,1.29,,1.04,-3.94,3.28,4.41,8.39,3.41,2.79,3.18,17.8,22.02
may-18,0.18,1.64,,1.73,-0.04,1.92,6.05,6.53,-0.41,2.94,-7.16,1.93,8.36
jun-18,-0.44,0.99,,1.42,0.25,-0.23,5.82,4.28,-0.57,2.05,-16.02,-0.15,8.03
jul-18,0.6,1.81,,2.08,-1.81,-0.91,6.02,10.07,0.16,3.18,-7.96,13.91,9.83
ago-18,0.68,0.53,,1.41,2.79,-3.51,7.63,2.93,-1.44,3.24,-2.95,9.81,-12.74
sep-18,-0.12,2.54,,2.93,1.54,1.57,4.4,8.54,-1.32,3.04,-8.54,6.55,-1.1
oct-18,-0.96,0.65,,0.62,-2.87,0.76,-0.91,3.03,-1.05,3.3,-2.85,17.26,4.75
nov-18,0.39,1.09,,0.88,2.75,5.42,1.22,2.65,-1.17,2.84,0.32,11.91,6.86
dic-18,-0.54,0.19,,0.92,-0.58,-3.69,-9.51,4.53,-1.82,2.15,-14.77,9.66,0.64
ene-19,1.37,1.31,,1.15,4.8,7.7,-4.53,2.25,-0.46,2.79,-0.96,6.63,16.56
feb-19,0.13,1.2,,1.18,-0.77,5.34,-1.23,-0.86,0.66,2.02,0.43,6.03,7.92
mar-19,-1.75,-0.83,,-0.18,-5.64,-3.95,2.81,6.17,-1.01,2.3,-15.46,-1.13,7.91
abr-19,0.82,0.32,,0.08,4.04,4.03,-2.72,-1.72,-2.76,1.19,-0.57,5.35,5.91
may-19,0.23,0.36,,0.48,-3.35,0.59,-4.49,-0.78,1.31,1.63,-8.74,12.23,1.73
jun-19,0.89,1.71,,1.77,-0.45,-0.11,-8.12,0.11,0.2,2.43,-15.36,-0.21,3.32
jul-19,-0.13,0.97,,0.69,3.4,5.18,-6.95,0.29,3.32,1.63,6.77,6.24,14.51
ago-19,-0.39,-0.1,,0.61,-2.45,-0.18,-5.17,-4.29,0.63,0.89,-11.09,-0.6,0.15
sep-19,0.82,0.84,,1.08,1.57,-0.16,-5.84,-0.84,2.31,1.78,-0.01,7.21,2.4
oct-19,-0.07,1.74,,0.99,4.15,7.05,0.43,-7.66,2.77,1.29,12.55,-1.64,6.84
nov-19,0.14,1.49,,1.49,-0.3,3.87,4.98,-6.34,2.42,1.37,-4.48,-5.88,7.49
dic-19,-0.52,1.52,,1.5,-2.5,1.87,-1.91,-7.1,3.53,1.72,-0.2,4.76,9.43
ene-20,0.4,0.55,,1.26,0.69,-2.13,15.34,-3.54,0.04,1.22,-8.31,4.69,-0.93
feb-20,-0.11,0.31,,1.18,-2.0,-3.34,9.68,-1.48,1.42,1.97,-9.56,4.48,-1.45
mar-20,-5.68,-3.7,,-3.26,-15.29,-13.22,-4.65,-13.81,5.08,-7.4,-15.39,-15.15,-2.43
abr-20,-17.98,-21.66,,-22.08,-16.72,-30.54,-39.35,-66.22,-3.72,-25.98,-50.8,-27.86,-20.64
may-20,-1.67,-23.14,,-23.34,-5.97,-32.42,-47.73,-64.59,-7.8,-27.48,-64.86,-17.93,-23.29
jun-20,8.21,-17.57,,-17.7,5.95,-28.08,-22.23,-24.34,-4.07,-25.67,-49.54,-14.25,-6.04
jul-20,4.49,-13.75,,-13.53,12.1,-22.03,-16.39,-7.99,-2.24,-23.5,-38.63,-21.47,-13.64
ago-20,2.22,-11.49,,-11.86,11.0,-11.28,-15.43,-10.09,-5.26,-20.27,-30.18,-18.99,-3.92
sep-20,4.07,-8.64,,-8.74,0.94,-11.83,1.84,-5.02,-0.54,-15.16,-20.8,-13.49,3.61
oct-20,0.93,-7.72,,-7.06,1.04,-14.45,-10.43,3.54,0.38,-15.39,-33.3,-14.38,-5.86
nov-20,1.41,-6.55,,-7.7,16.4,-0.12,-15.9,-2.5,-1.69,-15.07,-13.24,-0.18,7.88
dic-20,0.34,-5.75,,-7.48,2.47,4.98,2.2,3.53,1.18,-14.93,-4.24,1.7,17.56
ene-21,0.43,-5.72,,-8.9,8.59,13.22,-16.37,-9.08,-4.0,-15.73,-13.97,-16.93,28.68
feb-21,0.28,-5.35,,-8.64,-4.37,10.48,-13.8,-9.15,-1.88,-15.28,-8.94,-10.14,25.96
mar-21,2.22,2.58,,-1.58,5.52,37.62,-0.26,9.62,0.89,-3.73,14.35,39.99,60.16
abr-21,0.08,25.18,,23.37,-3.15,60.04,61.39,179.66,9.1,23.48,39.94,43.17,73.53
may-21,0.25,27.62,,25.2,3.94,76.9,79.47,142.12,9.57,26.75,125.19,21.17,90.11
jun-21,0.28,18.27,,16.48,-3.38,61.32,29.56,20.47,6.87,25.07,84.53,29.08,63.57
jul-21,0.39,13.63,,11.87,3.01,48.24,18.14,-2.69,4.39,21.23,25.46,23.31,62.54
ago-21,-0.67,10.41,,9.71,-3.19,29.29,2.79,2.45,6.11,15.98,8.08,17.11,53.35
sep-21,0.7,6.83,,5.62,-2.45,24.95,-12.79,-4.97,4.28,11.67,-4.29,17.57,40.02
oct-21,0.62,6.51,,5.6,1.41,25.4,-0.64,-7.58,1.1,12.18,-0.58,22.76,29.41
nov-21,0.33,5.38,,6.17,-0.44,7.25,-1.81,-5.38,6.25,11.3,-1.27,30.6,15.88
dic-21,0.92,5.98,,7.12,1.56,6.3,-9.59,1.82,6.42,11.83,3.13,25.02,0.06
ene-22,0.31,5.85,,8.52,-3.53,-5.56,4.96,-1.29,5.54,12.6,8.44,25.67,-19.49
feb-22,0.67,6.26,,8.28,4.96,3.66,7.36,1.64,5.35,12.45,25.38,26.43,-11.8
mar-22,0.91,4.89,,8.17,-4.3,-5.99,4.37,-1.31,6.42,12.66,15.03,22.0,-23.06
abr-22,-0.07,4.73,,6.67,0.83,-2.13,0.21,-5.43,4.86,11.4,33.92,19.92,-25.73
may-22,0.54,5.03,,6.88,0.71,-5.17,5.73,1.42,5.71,9.87,33.12,20.78,-19.53
jun-22,-0.13,4.6,,5.4,2.9,1.0,-3.87,0.73,4.5,7.44,20.96,28.98,-15.13
jul-22,-0.34,3.84,,4.78,1.18,-0.79,-1.65,5.44,1.53,6.33,21.59,24.61,-21.12
ago-22,0.19,4.74,,5.16,-0.65,1.81,3.48,8.67,3.68,8.28,37.18,39.21,-13.28
sep-22,0.83,4.88,,4.6,4.12,8.66,2.55,5.39,2.88,6.99,38.59,23.75,-5.72
oct-22,0.6,4.85,,4.57,0.2,7.37,0.49,1.84,2.08,7.17,27.14,12.45,-5.23
nov-22,-0.47,4.02,,3.55,-2.66,4.97,-2.26,6.08,0.56,6.74,8.52,0.47,2.74
dic-22,1.35,4.47,,3.85,3.74,7.22,18.83,-1.02,-0.96,6.99,-7.35,4.77,10.52
ene-23,0.48,4.65,,3.71,1.37,12.66,8.27,4.82,1.37,5.88,32.85,13.8,7.3
feb-23,-0.77,3.15,,2.82,-2.93,4.19,12.92,-0.06,0.04,4.85,9.73,9.17,-0.78
mar-23,-0.16,2.06,,0.14,3.8,13.0,3.96,1.44,-3.17,3.04,17.03,1.25,14.25
abr-23,1.13,3.28,,1.09,2.24,14.58,0.55,0.2,-3.27,3.14,9.8,6.27,13.39
may-23,0.81,3.55,,0.73,4.45,18.84,10.76,10.29,-4.49,4.37,26.43,14.1,25.44
jun-23,0.69,4.4,,1.6,2.96,18.91,17.27,6.05,-4.02,4.22,31.58,12.87,16.58
jul-23,0.05,4.81,,2.28,-2.8,14.23,13.4,2.56,-2.15,4.32,18.75,10.97,15.06
ago-23,0.57,5.21,,2.23,1.99,17.26,22.75,-3.19,-0.0,3.88,31.34,10.94,13.89
sep-23,0.66,5.04,,2.94,3.12,16.14,18.94,3.45,-0.64,4.46,30.88,8.21,4.09
oct-23,0.26,4.68,,2.74,-1.79,13.83,15.86,11.08,0.39,2.56,35.84,12.27,8.91
nov-23,0.37,5.57,,2.49,4.87,22.63,21.15,7.2,-1.09,3.09,37.7,26.31,9.66
dic-23,0.26,4.44,,1.72,1.25,19.69,5.47,-2.76,-0.7,2.01,45.73,20.8,-2.57
ene-24,0.23,4.17,,0.96,2.03,20.48,3.79,5.77,-2.44,4.45,19.51,30.25,22.45
feb-24,0.91,5.93,,2.35,2.62,27.36,2.16,3.16,1.54,5.57,36.5,33.38,32.02
mar-24,0.07,6.18,,3.59,0.53,23.35,8.12,-9.55,-2.67,3.32,12.32,21.62,2.64
abr-24,-0.83,4.13,,0.51,1.28,22.19,17.11,10.25,1.51,3.84,54.23,50.36,34.22
may-24,0.02,3.32,,1.63,-3.03,13.44,7.2,-0.41,0.24,2.52,12.79,38.11,-0.42
jun-24,-0.34,2.27,,1.86,-4.71,4.99,2.51,0.46,-2.4,2.41,-2.76,16.36,-8.45
jul-24,0.77,3.0,,1.94,0.47,8.52,7.36,3.48,2.58,3.25,34.84,29.56,2.91
ago-24,-0.33,2.07,,1.19,1.55,8.05,-4.08,5.49,-0.19,2.41,8.72,21.09,-4.46
sep-24,-0.63,0.76,,0.92,-3.78,0.82,-7.34,5.33,-0.88,1.25,5.08,16.22,-12.48
oct-24,-1.08,-0.59,,-0.53,-2.8,-0.22,2.38,3.04,-1.2,1.1,0.04,30.52,-7.52
nov-24,0.76,-0.2,,0.4,4.14,-0.91,6.35,1.14,-0.75,0.8,-6.27,17.19,-10.25
dic-24,-1.6,-2.06,,-0.9,-6.02,-8.02,-8.86,-0.4,-2.7,1.09,-16.13,11.57,-1.74
ene-25,1.09,-1.22,,0.09,3.16,-7.0,-1.29,-2.97,-0.65,1.13,-13.69,1.52,-13.59
feb-25,1.14,-1.0,,0.53,2.3,-7.29,9.8,0.63,-2.54,-0.1,-11.97,-6.64,-12.6
mar-25,-0.21,-1.27,,-0.23,0.29,-7.5,3.28,9.71,1.15,0.64,-1.37,2.88,-0.49
abr-25,1.09,0.63,,2.93,-0.32,-8.96,4.22,0.36,0.09,1.45,-19.52,-7.77,-15.2
may-25,-0.4,0.21,,1.25,0.73,-5.44,1.93,0.7,-0.82,2.13,-11.79,-13.87,-1.83
jun-25,0.33,0.88,,0.26,5.04,4.24,-0.95,-0.15,-0.11,0.94,0.09,2.51,15.5
jul-25,0.28,0.38,,-0.48,2.25,6.09,-7.65,-0.92,-1.11,0.75,0.26,-1.01,12.13
ago-25,0.85,1.58,,0.9,1.13,5.66,-5.27,-7.39,1.61,1.13,1.75,-6.05,5.79
sep-25,-0.01,2.22,,0.52,0.13,9.95,1.12,-7.07,3.74,1.58,5.98,-0.05,31.05
oct-25,0.79,4.14,,1.2,6.95,20.98,-3.14,-4.78,2.34,2.25,25.26,-2.98,31.24
nov-25,-0.66,2.67,,0.8,-3.48,12.13,-8.31,-8.54,0.31,2.07,22.36,-12.69,8.66
dic-25,0.99,5.37,,1.74,4.13,24.23,8.38,-2.83,3.46,2.16,62.48,4.89,23.66
ene-26,-1.62,2.55,,0.28,-6.87,12.15,-2.95,-3.83,-0.57,0.72,7.17,-3.11,16.51
feb-26,-0.46,0.93,,-1.54,1.9,11.71,-20.4,-1.52,-0.45,0.01,1.97,-3.52,25.88
